19:00:44 - 開始處理語言: zh-MO
19:00:44 - 目標業態: enterprises, public_sector, training_institutions
19:00:44 - 跳過空白替換結果 - 公部門: randomSubject.examSettingTips
19:00:44 - 跳過空白替換結果 - 培訓機構: randomSubject.examSettingTips
19:00:44 - 跳過空白替換結果 - 企業: randomSubject.examSettingTips
19:00:44 - 跳過空白替換結果 - 公部門: randomSubject.examSettingTips
19:00:44 - 跳過空白替換結果 - 培訓機構: randomSubject.examSettingTips
19:00:44 - 跳過空白替換結果 - 企業: randomSubject.examSettingTips
19:00:44 - 跳過空白替換結果 - 公部門: randomSubject.examSettingTips
19:00:44 - 跳過空白替換結果 - 培訓機構: randomSubject.examSettingTips
19:00:44 - 跳過空白替換結果 - 企業: teachingSupervision.activeDays
19:00:44 - 跳過空白替換結果 - 公部門: teachingSupervision.activeDays
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingSupervision.activeDays
19:00:44 - 跳過空白替換結果 - 企業: teachingSupervision.numberOfAssignmentBeenCorrected
19:00:44 - 跳過空白替換結果 - 公部門: teachingSupervision.numberOfAssignmentBeenCorrected
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingSupervision.numberOfAssignmentBeenCorrected
19:00:44 - 跳過空白替換結果 - 企業: teachingSupervision.numberOfDiscussionBeenResponded
19:00:44 - 跳過空白替換結果 - 公部門: teachingSupervision.numberOfDiscussionBeenResponded
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingSupervision.numberOfDiscussionBeenResponded
19:00:44 - 跳過空白替換結果 - 企業: teachingSupervision.numberOfDiscussionBeenResponded
19:00:44 - 跳過空白替換結果 - 公部門: teachingSupervision.numberOfDiscussionBeenResponded
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingSupervision.numberOfDiscussionBeenResponded
19:00:44 - 跳過空白替換結果 - 企業: teachingSupervision.numberOfDiscussionPosts
19:00:44 - 跳過空白替換結果 - 公部門: teachingSupervision.numberOfDiscussionPosts
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingSupervision.numberOfDiscussionPosts
19:00:44 - 跳過空白替換結果 - 企業: teachingSupervision.numberOfDiscussionReplies
19:00:44 - 跳過空白替換結果 - 公部門: teachingSupervision.numberOfDiscussionReplies
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingSupervision.numberOfDiscussionReplies
19:00:44 - 跳過空白替換結果 - 企業: teachingSupervision.numberOfReviewForums
19:00:44 - 跳過空白替換結果 - 公部門: teachingSupervision.numberOfReviewForums
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingSupervision.numberOfReviewForums
19:00:44 - 跳過空白替換結果 - 企業: teachingSupervision.numberOfReviewTests
19:00:44 - 跳過空白替換結果 - 公部門: teachingSupervision.numberOfReviewTests
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingSupervision.numberOfReviewTests
19:00:44 - 跳過空白替換結果 - 企業: homework.multiple
19:00:44 - 跳過空白替換結果 - 公部門: homework.multiple
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.multiple
19:00:44 - 跳過空白替換結果 - 企業: homework.studentChoose
19:00:44 - 跳過空白替換結果 - 公部門: homework.studentChoose
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.studentChoose
19:00:44 - 跳過空白替換結果 - 企業: homework.currentStudent
19:00:44 - 跳過空白替換結果 - 公部門: homework.currentStudent
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.currentStudent
19:00:44 - 跳過空白替換結果 - 企業: homework.unMarkedTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.unMarkedTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.unMarkedTip
19:00:44 - 跳過空白替換結果 - 企業: homework.interScoreAverage
19:00:44 - 跳過空白替換結果 - 公部門: homework.interScoreAverage
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.interScoreAverage
19:00:44 - 跳過空白替換結果 - 企業: homework.instructorScore
19:00:44 - 跳過空白替換結果 - 公部門: homework.instructorScore
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.instructorScore
19:00:44 - 跳過空白替換結果 - 企業: homework.commentMsg
19:00:44 - 跳過空白替換結果 - 公部門: homework.commentMsg
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.commentMsg
19:00:44 - 跳過空白替換結果 - 企業: homework.hiddenTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.hiddenTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.hiddenTip
19:00:44 - 跳過空白替換結果 - 企業: homework.publicTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.publicTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.publicTip
19:00:44 - 跳過空白替換結果 - 企業: homework.confirmAnnounceMarkContent
19:00:44 - 跳過空白替換結果 - 公部門: homework.confirmAnnounceMarkContent
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.confirmAnnounceMarkContent
19:00:44 - 跳過空白替換結果 - 企業: homework.confirmHideMarkContent
19:00:44 - 跳過空白替換結果 - 公部門: homework.confirmHideMarkContent
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.confirmHideMarkContent
19:00:44 - 跳過空白替換結果 - 企業: homework.publicMark
19:00:44 - 跳過空白替換結果 - 公部門: homework.publicMark
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.publicMark
19:00:44 - 跳過空白替換結果 - 企業: homework.hideMark
19:00:44 - 跳過空白替換結果 - 公部門: homework.hideMark
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.hideMark
19:00:44 - 跳過空白替換結果 - 企業: homework.switchStudentUnmarkedTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.switchStudentUnmarkedTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.switchStudentUnmarkedTip
19:00:44 - 跳過空白替換結果 - 企業: homework.switchNextStudentTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.switchNextStudentTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.switchNextStudentTip
19:00:44 - 跳過空白替換結果 - 企業: homework.switchPreviousStudentTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.switchPreviousStudentTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.switchPreviousStudentTip
19:00:44 - 跳過空白替換結果 - 企業: homework.lastInstructorScore
19:00:44 - 跳過空白替換結果 - 公部門: homework.lastInstructorScore
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.lastInstructorScore
19:00:44 - 跳過空白替換結果 - 企業: homework.notSubmitTipOfStudent
19:00:44 - 跳過空白替換結果 - 公部門: homework.notSubmitTipOfStudent
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.notSubmitTipOfStudent
19:00:44 - 跳過空白替換結果 - 企業: homework.publishScoreTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.publishScoreTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.publishScoreTip
19:00:44 - 跳過空白替換結果 - 企業: homework.publishScoreTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.publishScoreTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.publishScoreTip
19:00:44 - 跳過空白替換結果 - 企業: homework.publishScoreAfterSpecialTimeTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.publishScoreAfterSpecialTimeTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.publishScoreAfterSpecialTimeTip
19:00:44 - 跳過空白替換結果 - 企業: homework.publishMarkTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.publishMarkTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.publishMarkTip
19:00:44 - 跳過空白替換結果 - 企業: homework.publishMarkTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.publishMarkTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.publishMarkTip
19:00:44 - 跳過空白替換結果 - 企業: homework.allowStudentRetractSubmission
19:00:44 - 跳過空白替換結果 - 公部門: homework.allowStudentRetractSubmission
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.allowStudentRetractSubmission
19:00:44 - 跳過空白替換結果 - 企業: homework.retractTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.retractTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.retractTip
19:00:44 - 跳過空白替換結果 - 企業: homework.retractTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.retractTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.retractTip
19:00:44 - 跳過空白替換結果 - 企業: homework.scoreFailed
19:00:44 - 跳過空白替換結果 - 公部門: homework.scoreFailed
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.scoreFailed
19:00:44 - 跳過空白替換結果 - 企業: homework.interReviewStartedTip2
19:00:44 - 跳過空白替換結果 - 公部門: homework.interReviewStartedTip2
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.interReviewStartedTip2
19:00:44 - 跳過空白替換結果 - 企業: homework.interReviewStartedTip3
19:00:44 - 跳過空白替換結果 - 公部門: homework.interReviewStartedTip3
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.interReviewStartedTip3
19:00:44 - 跳過空白替換結果 - 企業: homework.reviewScoreMinusTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.reviewScoreMinusTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.reviewScoreMinusTip
19:00:44 - 跳過空白替換結果 - 企業: homework.exportTipBefore.attention
19:00:44 - 跳過空白替換結果 - 公部門: homework.exportTipBefore.attention
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.exportTipBefore.attention
19:00:44 - 跳過空白替換結果 - 企業: homework.exportTipBefore.includeUnsubmitted
19:00:44 - 跳過空白替換結果 - 公部門: homework.exportTipBefore.includeUnsubmitted
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.exportTipBefore.includeUnsubmitted
19:00:44 - 跳過空白替換結果 - 企業: homework.exportTipBefore.noSelectedSubmissions
19:00:44 - 跳過空白替換結果 - 公部門: homework.exportTipBefore.noSelectedSubmissions
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.exportTipBefore.noSelectedSubmissions
19:00:44 - 跳過空白替換結果 - 企業: homework.export
19:00:44 - 跳過空白替換結果 - 公部門: homework.export
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.export
19:00:44 - 跳過空白替換結果 - 企業: homework.makeupTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.makeupTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.makeupTip
19:00:44 - 跳過空白替換結果 - 企業: homework.instructorReview
19:00:44 - 跳過空白替換結果 - 公部門: homework.instructorReview
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.instructorReview
19:00:44 - 跳過空白替換結果 - 企業: homework.groupIntraScoreHiddenTip
19:00:44 - 跳過空白替換結果 - 公部門: homework.groupIntraScoreHiddenTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.groupIntraScoreHiddenTip
19:00:44 - 跳過空白替換結果 - 企業: homework.referenceAnswer.publishAfterSubmission
19:00:44 - 跳過空白替換結果 - 公部門: homework.referenceAnswer.publishAfterSubmission
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.referenceAnswer.publishAfterSubmission
19:00:44 - 跳過空白替換結果 - 企業: homework.reviewNotification.emailToStudentOnly
19:00:44 - 跳過空白替換結果 - 公部門: homework.reviewNotification.emailToStudentOnly
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.reviewNotification.emailToStudentOnly
19:00:44 - 跳過空白替換結果 - 企業: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 公部門: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 企業: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 公部門: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 企業: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 公部門: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 培訓機構: homework.reviewNotification.emailToInstructorAndAssistantAlso
19:00:44 - 跳過空白替換結果 - 企業: mailToEnrollmentPopUp.emailToInstructorAndAssistant
19:00:44 - 跳過空白替換結果 - 公部門: mailToEnrollmentPopUp.emailToInstructorAndAssistant
19:00:44 - 跳過空白替換結果 - 培訓機構: mailToEnrollmentPopUp.emailToInstructorAndAssistant
19:00:44 - 跳過空白替換結果 - 企業: mailToEnrollmentPopUp.emailToInstructorAndAssistant
19:00:44 - 跳過空白替換結果 - 公部門: mailToEnrollmentPopUp.emailToInstructorAndAssistant
19:00:44 - 跳過空白替換結果 - 培訓機構: mailToEnrollmentPopUp.emailToInstructorAndAssistant
19:00:44 - 跳過空白替換結果 - 企業: scoreRecord.teacherScore
19:00:44 - 跳過空白替換結果 - 公部門: scoreRecord.teacherScore
19:00:44 - 跳過空白替換結果 - 培訓機構: scoreRecord.teacherScore
19:00:44 - 跳過空白替換結果 - 企業: scoreRecord.peerReview
19:00:44 - 跳過空白替換結果 - 公部門: scoreRecord.peerReview
19:00:44 - 跳過空白替換結果 - 培訓機構: scoreRecord.peerReview
19:00:44 - 跳過空白替換結果 - 企業: cloudClassroom.statistics.teacherNum
19:00:44 - 跳過空白替換結果 - 公部門: cloudClassroom.statistics.teacherNum
19:00:44 - 跳過空白替換結果 - 培訓機構: cloudClassroom.statistics.teacherNum
19:00:44 - 跳過空白替換結果 - 企業: cloudClassroom.statistics.teacherNumDetail
19:00:44 - 跳過空白替換結果 - 公部門: cloudClassroom.statistics.teacherNumDetail
19:00:44 - 跳過空白替換結果 - 培訓機構: cloudClassroom.statistics.teacherNumDetail
19:00:44 - 跳過空白替換結果 - 企業: cloudClassroom.ruleSetting.adjustmentTip
19:00:44 - 跳過空白替換結果 - 公部門: cloudClassroom.ruleSetting.adjustmentTip
19:00:44 - 跳過空白替換結果 - 培訓機構: cloudClassroom.ruleSetting.adjustmentTip
19:00:44 - 跳過空白替換結果 - 企業: cloudClassroom.ruleSetting.applications.maxNumberOfApplicationsPerMonthTip
19:00:44 - 跳過空白替換結果 - 公部門: cloudClassroom.ruleSetting.applications.maxNumberOfApplicationsPerMonthTip
19:00:44 - 跳過空白替換結果 - 培訓機構: cloudClassroom.ruleSetting.applications.maxNumberOfApplicationsPerMonthTip
19:00:44 - 跳過空白替換結果 - 企業: cloudClassroom.ruleSetting.applications.maxNumberOfApplicationsPerDayTip
19:00:44 - 跳過空白替換結果 - 公部門: cloudClassroom.ruleSetting.applications.maxNumberOfApplicationsPerDayTip
19:00:44 - 跳過空白替換結果 - 培訓機構: cloudClassroom.ruleSetting.applications.maxNumberOfApplicationsPerDayTip
19:00:44 - 跳過空白替換結果 - 企業: cloudClassroom.ruleSetting.applications.maxCountOfConsecutiveClassesTip
19:00:44 - 跳過空白替換結果 - 公部門: cloudClassroom.ruleSetting.applications.maxCountOfConsecutiveClassesTip
19:00:44 - 跳過空白替換結果 - 培訓機構: cloudClassroom.ruleSetting.applications.maxCountOfConsecutiveClassesTip
19:00:44 - 跳過空白替換結果 - 企業: cloudClassroom.ruleSetting.applications.maxCountOfConsecutiveOpenClassesTip
19:00:44 - 跳過空白替換結果 - 公部門: cloudClassroom.ruleSetting.applications.maxCountOfConsecutiveOpenClassesTip
19:00:44 - 跳過空白替換結果 - 培訓機構: cloudClassroom.ruleSetting.applications.maxCountOfConsecutiveOpenClassesTip
19:00:44 - 跳過空白替換結果 - 企業: curriculum.academic_year
19:00:44 - 跳過空白替換結果 - 公部門: curriculum.academic_year
19:00:44 - 跳過空白替換結果 - 培訓機構: curriculum.academic_year
19:00:44 - 跳過空白替換結果 - 企業: curriculum.enrollment
19:00:44 - 跳過空白替換結果 - 公部門: curriculum.enrollment
19:00:44 - 跳過空白替換結果 - 培訓機構: curriculum.enrollment
19:00:44 - 跳過空白替換結果 - 企業: interaction.forum.answerLimit.hint
19:00:44 - 跳過空白替換結果 - 公部門: interaction.forum.answerLimit.hint
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.forum.answerLimit.hint
19:00:44 - 跳過空白替換結果 - 企業: interaction.forum.repeatAnswer.hint
19:00:44 - 跳過空白替換結果 - 公部門: interaction.forum.repeatAnswer.hint
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.forum.repeatAnswer.hint
19:00:44 - 跳過空白替換結果 - 企業: interaction.forum.hintForOption.unlimitedAndAllowMultipleAttempts
19:00:44 - 跳過空白替換結果 - 公部門: interaction.forum.hintForOption.unlimitedAndAllowMultipleAttempts
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.forum.hintForOption.unlimitedAndAllowMultipleAttempts
19:00:44 - 跳過空白替換結果 - 企業: interaction.forum.hintForOption.unlimitedAndOneResponsePerPerson
19:00:44 - 跳過空白替換結果 - 公部門: interaction.forum.hintForOption.unlimitedAndOneResponsePerPerson
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.forum.hintForOption.unlimitedAndOneResponsePerPerson
19:00:44 - 跳過空白替換結果 - 企業: interaction.forum.hintForOption.answerCorrectlyToContinueAndAllowMultipleAttempts
19:00:44 - 跳過空白替換結果 - 公部門: interaction.forum.hintForOption.answerCorrectlyToContinueAndAllowMultipleAttempts
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.forum.hintForOption.answerCorrectlyToContinueAndAllowMultipleAttempts
19:00:44 - 跳過空白替換結果 - 企業: interaction.forum.teacherPin
19:00:44 - 跳過空白替換結果 - 公部門: interaction.forum.teacherPin
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.forum.teacherPin
19:00:44 - 跳過空白替換結果 - 企業: interaction.forum.teacherPinTip1
19:00:44 - 跳過空白替換結果 - 公部門: interaction.forum.teacherPinTip1
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.forum.teacherPinTip1
19:00:44 - 跳過空白替換結果 - 企業: interaction.forum.teacherPinTip1
19:00:44 - 跳過空白替換結果 - 公部門: interaction.forum.teacherPinTip1
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.forum.teacherPinTip1
19:00:44 - 跳過空白替換結果 - 企業: interaction.vote.hintForInProgress
19:00:44 - 跳過空白替換結果 - 公部門: interaction.vote.hintForInProgress
19:00:44 - 跳過空白替換結果 - 培訓機構: interaction.vote.hintForInProgress
19:00:44 - 跳過空白替換結果 - 企業: auditCourseResource.tip
19:00:44 - 跳過空白替換結果 - 公部門: auditCourseResource.tip
19:00:44 - 跳過空白替換結果 - 培訓機構: auditCourseResource.tip
19:00:44 - 跳過空白替換結果 - 企業: managementStat.courseTotalDescription
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.courseTotalDescription
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.courseTotalDescription
19:00:44 - 跳過空白替換結果 - 企業: managementStat.courseTotalDescription
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.courseTotalDescription
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.courseTotalDescription
19:00:44 - 跳過空白替換結果 - 企業: managementStat.studentCount
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.studentCount
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.studentCount
19:00:44 - 跳過空白替換結果 - 企業: managementStat.studentWarningRatio
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.studentWarningRatio
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.studentWarningRatio
19:00:44 - 跳過空白替換結果 - 企業: managementStat.teacherWarningRatio
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.teacherWarningRatio
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.teacherWarningRatio
19:00:44 - 跳過空白替換結果 - 企業: managementStat.teacherCreatedActivityCount
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.teacherCreatedActivityCount
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.teacherCreatedActivityCount
19:00:44 - 跳過空白替換結果 - 企業: managementStat.studentParticipatedActivityCount
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.studentParticipatedActivityCount
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.studentParticipatedActivityCount
19:00:44 - 跳過空白替換結果 - 企業: managementStat.attendance.teacher.teacherRollCall
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.attendance.teacher.teacherRollCall
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.attendance.teacher.teacherRollCall
19:00:44 - 跳過空白替換結果 - 企業: managementStat.attendance.teacher.initiatedRollCallRate
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.attendance.teacher.initiatedRollCallRate
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.attendance.teacher.initiatedRollCallRate
19:00:44 - 跳過空白替換結果 - 企業: managementStat.attendance.teacher.teachingTeacherCount
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.attendance.teacher.teachingTeacherCount
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.attendance.teacher.teachingTeacherCount
19:00:44 - 跳過空白替換結果 - 企業: managementStat.attendance.teacher.rollCalledTeacherCount
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.attendance.teacher.rollCalledTeacherCount
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.attendance.teacher.rollCalledTeacherCount
19:00:44 - 跳過空白替換結果 - 企業: managementStat.attendance.teacher.unrolledTeacherCount
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.attendance.teacher.unrolledTeacherCount
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.attendance.teacher.unrolledTeacherCount
19:00:44 - 跳過空白替換結果 - 企業: managementStat.attendance.student.title
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.attendance.student.title
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.attendance.student.title
19:00:44 - 跳過空白替換結果 - 企業: managementStat.attendance.student.onCallRate
19:00:44 - 跳過空白替換結果 - 公部門: managementStat.attendance.student.onCallRate
19:00:44 - 跳過空白替換結果 - 培訓機構: managementStat.attendance.student.onCallRate
19:00:44 - 跳過空白替換結果 - 企業: obeAnalysis.studentTab
19:00:44 - 跳過空白替換結果 - 公部門: obeAnalysis.studentTab
19:00:44 - 跳過空白替換結果 - 培訓機構: obeAnalysis.studentTab
19:00:44 - 跳過空白替換結果 - 企業: obeAnalysis.studentDistribution
19:00:44 - 跳過空白替換結果 - 公部門: obeAnalysis.studentDistribution
19:00:44 - 跳過空白替換結果 - 培訓機構: obeAnalysis.studentDistribution
19:00:44 - 跳過空白替換結果 - 企業: obeCharts.stuTipTitle
19:00:44 - 跳過空白替換結果 - 公部門: obeCharts.stuTipTitle
19:00:44 - 跳過空白替換結果 - 培訓機構: obeCharts.stuTipTitle
19:00:44 - 跳過空白替換結果 - 企業: obeSetting.weightTip
19:00:44 - 跳過空白替換結果 - 公部門: obeSetting.weightTip
19:00:44 - 跳過空白替換結果 - 培訓機構: obeSetting.weightTip
19:00:44 - 跳過空白替換結果 - 企業: exportCourseScore.before
19:00:44 - 跳過空白替換結果 - 公部門: exportCourseScore.before
19:00:44 - 跳過空白替換結果 - 培訓機構: exportCourseScore.before
19:00:44 - 跳過空白替換結果 - 企業: exportCourseScore.processing
19:00:44 - 跳過空白替換結果 - 公部門: exportCourseScore.processing
19:00:44 - 跳過空白替換結果 - 培訓機構: exportCourseScore.processing
19:00:44 - 跳過空白替換結果 - 企業: exportCourseScore.userDepartment
19:00:44 - 跳過空白替換結果 - 公部門: exportCourseScore.userDepartment
19:00:44 - 跳過空白替換結果 - 培訓機構: exportCourseScore.userDepartment
19:00:44 - 跳過空白替換結果 - 企業: exportCourseScore.userStudyCenter
19:00:44 - 跳過空白替換結果 - 公部門: exportCourseScore.userStudyCenter
19:00:44 - 跳過空白替換結果 - 培訓機構: exportCourseScore.userStudyCenter
19:00:44 - 跳過空白替換結果 - 企業: publishCourseScore.tips.THU.messages1
19:00:44 - 跳過空白替換結果 - 公部門: publishCourseScore.tips.THU.messages1
19:00:44 - 跳過空白替換結果 - 培訓機構: publishCourseScore.tips.THU.messages1
19:00:44 - 跳過空白替換結果 - 企業: publishCourseScore.tips.THU.messages3
19:00:44 - 跳過空白替換結果 - 公部門: publishCourseScore.tips.THU.messages3
19:00:44 - 跳過空白替換結果 - 培訓機構: publishCourseScore.tips.THU.messages3
19:00:44 - 跳過空白替換結果 - 企業: studentLearningReport.title
19:00:44 - 跳過空白替換結果 - 公部門: studentLearningReport.title
19:00:44 - 跳過空白替換結果 - 培訓機構: studentLearningReport.title
19:00:44 - 跳過空白替換結果 - 企業: studentLearningReport.periodTip
19:00:44 - 跳過空白替換結果 - 公部門: studentLearningReport.periodTip
19:00:44 - 跳過空白替換結果 - 培訓機構: studentLearningReport.periodTip
19:00:44 - 跳過空白替換結果 - 企業: studentLearningReport.month
19:00:44 - 跳過空白替換結果 - 公部門: studentLearningReport.month
19:00:44 - 跳過空白替換結果 - 培訓機構: studentLearningReport.month
19:00:44 - 跳過空白替換結果 - 企業: studentLearningReport.ono_klass
19:00:44 - 跳過空白替換結果 - 公部門: studentLearningReport.ono_klass
19:00:44 - 跳過空白替換結果 - 培訓機構: studentLearningReport.ono_klass
19:00:44 - 跳過空白替換結果 - 企業: studentLearningReport.name
19:00:44 - 跳過空白替換結果 - 公部門: studentLearningReport.name
19:00:44 - 跳過空白替換結果 - 培訓機構: studentLearningReport.name
19:00:44 - 跳過空白替換結果 - 企業: studentLearningReport.teacher
19:00:44 - 跳過空白替換結果 - 公部門: studentLearningReport.teacher
19:00:44 - 跳過空白替換結果 - 培訓機構: studentLearningReport.teacher
19:00:44 - 跳過空白替換結果 - 企業: studentLearningReport.selectYearAndSemester
19:00:44 - 跳過空白替換結果 - 公部門: studentLearningReport.selectYearAndSemester
19:00:44 - 跳過空白替換結果 - 培訓機構: studentLearningReport.selectYearAndSemester
19:00:44 - 跳過空白替換結果 - 企業: studentLearningReport.selectYearAndSemester
19:00:44 - 跳過空白替換結果 - 公部門: studentLearningReport.selectYearAndSemester
19:00:44 - 跳過空白替換結果 - 培訓機構: studentLearningReport.selectYearAndSemester
19:00:44 - 跳過空白替換結果 - 企業: userSetting.MicrosoftBindPropmt.accountApplyHref
19:00:44 - 跳過空白替換結果 - 公部門: userSetting.MicrosoftBindPropmt.accountApplyHref
19:00:44 - 跳過空白替換結果 - 培訓機構: userSetting.MicrosoftBindPropmt.accountApplyHref
19:00:44 - 跳過空白替換結果 - 企業: alert.instructor
19:00:44 - 跳過空白替換結果 - 公部門: alert.instructor
19:00:44 - 跳過空白替換結果 - 培訓機構: alert.instructor
19:00:44 - 跳過空白替換結果 - 企業: alert.continuousAbsence.info
19:00:44 - 跳過空白替換結果 - 公部門: alert.continuousAbsence.info
19:00:44 - 跳過空白替換結果 - 培訓機構: alert.continuousAbsence.info
19:00:44 - 跳過空白替換結果 - 企業: alert.compulsoryNotTaken.compulsoryNotTakenTips
19:00:44 - 跳過空白替換結果 - 公部門: alert.compulsoryNotTaken.compulsoryNotTakenTips
19:00:44 - 跳過空白替換結果 - 培訓機構: alert.compulsoryNotTaken.compulsoryNotTakenTips
19:00:44 - 跳過空白替換結果 - 企業: alert.compulsoryNotTaken.compulsoryNotTakenTips
19:00:44 - 跳過空白替換結果 - 公部門: alert.compulsoryNotTaken.compulsoryNotTakenTips
19:00:44 - 跳過空白替換結果 - 培訓機構: alert.compulsoryNotTaken.compulsoryNotTakenTips
19:00:44 - 跳過空白替換結果 - 企業: alert.compulsoryNotTaken.thresholdInfo
